,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),No of Floors,Waterfront View,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Purchase Year,Year Since Renovation
10055,0,3,1.0,1870.0,1.0,0,3,8,1720.0,150,81,1460.0,7679,2017,0
10056,1,4,2.0,2560.0,1.0,0,4,8,1280.0,1280,61,1830.0,8169,2017,0
10057,0,3,1.0,1160.0,1.0,0,3,7,1160.0,0,52,1520.0,10500,2017,0
10058,1,2,1.75,1680.0,1.0,0,3,8,1680.0,0,35,2390.0,7801,2017,0
10059,0,4,2.5,2010.0,1.0,0,3,8,1310.0,700,59,1850.0,9220,2017,0
10060,1,4,2.5,2540.0,2.0,0,1,9,2540.0,0,31,2560.0,36280,2017,0
10061,1,4,2.5,3240.0,2.0,0,1,8,3240.0,0,20,2570.0,29761,2017,0
10062,0,3,2.5,2670.0,2.0,0,1,9,2670.0,0,8,3010.0,7231,2016,0
10063,0,3,2.0,1080.0,1.0,0,4,7,1080.0,0,71,1120.0,8008,2017,0
10064,0,3,1.0,1430.0,1.0,0,1,7,950.0,480,73,1430.0,3840,2017,0
10065,0,2,2.25,1290.0,2.0,0,1,7,1290.0,0,34,1360.0,3088,2017,0
10066,0,4,1.5,1240.0,1.0,0,1,7,1240.0,0,47,1240.0,9592,2017,0
10067,0,3,1.75,1840.0,1.0,0,3,7,1440.0,400,40,1840.0,14541,2016,0
10068,0,3,1.0,1120.0,1.0,0,1,7,1120.0,0,65,1450.0,8433,2016,0
10069,0,3,3.5,2100.0,2.0,0,1,9,2100.0,0,38,2400.0,7776,2017,0
10070,0,4,1.75,2030.0,1.0,0,1,8,1610.0,420,68,1650.0,7872,2017,0
10071,1,4,2.25,2030.0,2.0,0,3,8,2030.0,0,35,1950.0,8750,2017,0
10072,1,2,1.0,890.0,1.0,0,1,7,890.0,0,75,1680.0,5000,2016,0
10073,0,3,1.75,1750.0,1.0,0,3,7,1470.0,280,50,1820.0,9750,2017,0
10074,0,3,1.0,1300.0,1.0,0,1,7,1300.0,0,50,1300.0,7700,2016,0
10075,1,4,2.5,2650.0,2.0,0,1,10,2650.0,0,24,3270.0,18843,2017,0
10076,0,3,1.75,1750.0,1.0,0,4,7,1750.0,0,50,1230.0,10868,2017,0
10077,0,3,3.0,1440.0,3.5,0,1,8,1440.0,0,13,1440.0,1350,2017,0
10078,1,3,2.75,1700.0,1.0,0,1,7,1060.0,640,99,1880.0,4080,2016,0
10079,1,4,2.5,3920.0,2.0,0,3,10,3920.0,0,30,3780.0,36562,2016,0
10080,0,3,2.25,1470.0,1.0,0,3,7,1350.0,120,59,1540.0,9000,2017,0
10081,1,5,2.75,2520.0,1.5,0,3,8,2120.0,400,102,2100.0,4564,2016,0
10082,1,3,1.75,2140.0,1.0,0,3,8,1220.0,920,54,2250.0,13286,2017,0
10083,1,3,1.75,1550.0,1.0,0,1,7,1250.0,300,107,1110.0,5000,2017,6
10084,1,4,2.5,3180.0,2.0,0,3,10,3180.0,0,32,3130.0,12120,2017,0
10085,1,5,4.25,6510.0,2.0,0,3,10,3250.0,3260,38,4480.0,16471,2017,0
10086,0,2,2.0,1440.0,1.5,0,1,7,1440.0,0,35,1490.0,4308,2017,0
10087,0,3,1.0,1150.0,1.0,0,3,7,1150.0,0,48,1180.0,8713,2016,0
10088,0,4,2.5,2320.0,2.0,0,1,8,2320.0,0,21,2320.0,9714,2017,0
10089,0,3,2.0,1230.0,1.0,0,1,7,1230.0,0,29,2110.0,8536,2016,0
10090,0,4,2.5,2060.0,2.0,0,1,7,2060.0,0,19,1610.0,7298,2017,0
10091,1,3,2.0,2783.0,2.0,0,1,8,2783.0,0,108,1730.0,8018,2017,18
10092,0,4,2.5,2140.0,2.0,0,1,8,2140.0,0,33,2120.0,8395,2017,0
10093,0,3,2.75,1420.0,2.0,0,1,8,1160.0,260,14,1420.0,955,2017,0
10094,0,3,1.75,2090.0,1.0,0,1,7,1390.0,700,62,1790.0,5793,2017,0
10095,0,2,1.75,1320.0,1.5,0,1,7,1320.0,0,38,1320.0,13052,2017,0
10096,0,4,2.5,2300.0,1.0,0,3,8,1360.0,940,39,1910.0,7630,2016,0
10097,1,4,1.5,3050.0,1.0,0,1,8,1650.0,1400,52,2930.0,10074,2017,0
10098,1,3,2.25,2960.0,1.0,0,3,10,2260.0,700,65,2960.0,8840,2016,0
10099,1,5,2.75,2520.0,1.0,0,3,8,1570.0,950,58,2760.0,16988,2017,0
10100,1,2,1.75,1740.0,1.0,0,1,8,1280.0,460,68,1820.0,6174,2017,0
10101,0,2,1.0,1300.0,1.0,0,1,7,1300.0,0,32,1820.0,7800,2016,0
10102,0,3,1.0,1170.0,1.0,0,3,7,1170.0,0,58,1170.0,7350,2016,0
10103,0,4,3.25,1946.0,2.0,0,3,7,1946.0,0,28,1460.0,16661,2016,0
10104,0,2,1.0,1250.0,1.0,0,3,7,1250.0,0,95,1250.0,5413,2017,0
10105,0,2,1.5,1230.0,2.0,0,1,7,1230.0,0,35,1660.0,2243,2016,0
10106,0,4,2.5,2180.0,2.0,0,3,8,2180.0,0,29,2350.0,7334,2017,0
10107,0,3,1.75,1740.0,1.0,0,1,7,1140.0,600,40,1690.0,7920,2016,0
10108,1,4,2.5,3830.0,2.0,0,1,8,2900.0,930,14,3400.0,6163,2016,0
10109,1,3,2.0,2250.0,1.0,0,3,8,1500.0,750,54,2820.0,13813,2017,0
10110,1,3,2.75,2590.0,2.0,0,1,9,2590.0,0,35,3410.0,212137,2017,0
10111,1,3,2.5,2090.0,1.5,0,3,9,2090.0,0,90,2730.0,6000,2017,0
10112,0,3,1.5,2400.0,1.0,0,3,8,1540.0,860,54,2380.0,10125,2017,0
10113,0,4,2.25,2260.0,2.0,0,3,7,2260.0,0,34,1720.0,7200,2017,0
10114,1,4,2.5,2910.0,2.0,0,1,8,2910.0,0,19,2550.0,6250,2016,0
10115,1,5,3.0,3640.0,2.0,0,1,8,3640.0,0,14,3740.0,7182,2017,0
10116,1,4,2.75,3770.0,2.0,0,3,8,2550.0,1220,54,2640.0,11502,2016,0
10117,0,3,2.0,1600.0,1.0,0,3,7,1600.0,0,39,1600.0,7200,2017,0
10118,0,3,2.5,2110.0,2.0,0,3,7,2110.0,0,40,2100.0,7749,2017,0
10119,0,3,2.5,1720.0,2.0,0,1,7,1720.0,0,13,1760.0,1916,2017,0
10120,0,3,1.0,1100.0,1.0,0,3,5,1100.0,0,101,1280.0,7055,2017,0
10121,1,4,2.5,2620.0,2.0,0,1,9,2620.0,0,28,2260.0,8515,2016,0
10122,0,5,2.5,3090.0,1.0,0,1,8,2990.0,100,61,2560.0,18773,2017,0
10123,0,3,2.5,1890.0,2.0,0,1,8,1890.0,0,18,2460.0,5348,2016,0
10124,1,3,1.75,1850.0,1.0,0,1,8,1150.0,700,41,1450.0,4599,2016,0
10125,1,4,2.5,3100.0,2.0,0,1,10,3100.0,0,24,3080.0,39351,2017,0
10126,0,4,2.5,2506.0,2.0,0,1,8,2506.0,0,11,2441.0,7220,2017,0
10127,0,4,1.0,1700.0,1.0,0,1,7,1080.0,620,41,1700.0,7333,2017,0
10128,0,3,2.0,1550.0,1.5,0,1,7,1550.0,0,35,1840.0,12826,2016,0
10129,0,4,2.75,2200.0,1.0,0,1,7,1290.0,910,38,2650.0,6620,2017,0
10130,0,3,2.5,1890.0,2.0,0,1,7,1890.0,0,13,1980.0,4000,2017,0
10131,0,3,1.0,1140.0,1.0,0,1,7,1140.0,0,56,1340.0,6650,2016,0
10132,1,4,2.0,3740.0,2.0,0,1,9,3740.0,0,18,3180.0,32417,2017,0
10133,0,3,2.25,1940.0,1.0,0,1,8,1440.0,500,39,1880.0,8991,2016,0
10134,1,3,2.5,2130.0,2.0,0,1,8,2130.0,0,28,1890.0,7546,2017,0
10135,0,2,1.0,1470.0,1.0,0,3,7,770.0,700,99,1410.0,5808,2016,0
10136,0,2,1.0,1070.0,1.0,0,1,7,1070.0,0,76,1360.0,7653,2016,0
10137,0,4,1.75,1680.0,1.0,0,3,7,840.0,840,39,1800.0,15092,2017,0
10138,1,3,2.25,2730.0,2.0,0,1,9,2730.0,0,28,2770.0,10570,2017,0
10139,1,3,1.75,1890.0,1.0,0,3,8,1890.0,0,49,2630.0,10625,2017,0
10140,0,1,1.0,1080.0,1.0,0,1,6,1080.0,0,55,1210.0,5760,2017,0
10141,0,3,1.75,1440.0,1.5,0,3,6,1440.0,0,93,1560.0,12376,2016,0
10142,0,4,2.75,2540.0,1.0,0,3,7,1600.0,940,39,1820.0,7766,2017,0
10143,1,3,2.0,2300.0,1.0,0,1,8,1430.0,870,63,2140.0,9380,2017,0
10144,0,3,2.0,1690.0,1.0,0,1,7,1360.0,330,39,1740.0,6790,2017,0
10145,0,3,1.75,1800.0,1.0,0,1,8,1390.0,410,46,2210.0,13959,2016,0
10146,1,4,2.25,1770.0,2.0,0,1,8,1770.0,0,32,1880.0,8939,2016,0
10147,0,3,2.0,1190.0,1.5,0,4,6,1190.0,0,111,1680.0,5850,2017,0
10148,0,3,1.75,1320.0,1.0,0,3,7,1320.0,0,41,1750.0,7260,2017,0
10149,0,3,1.0,1290.0,1.0,0,4,7,1290.0,0,42,1540.0,7500,2017,0
10150,1,4,2.5,3000.0,2.0,0,1,8,3000.0,0,10,3000.0,4587,2017,0
10151,0,3,2.25,1358.0,3.0,0,1,7,1358.0,0,11,1358.0,1196,2017,0
10152,1,3,1.5,1220.0,1.5,0,4,7,1220.0,0,104,1320.0,4080,2016,0
10153,1,2,2.5,2720.0,2.0,1,1,7,2720.0,0,28,1870.0,12396,2017,0
10154,0,3,1.5,1060.0,1.0,0,3,6,1060.0,0,35,1560.0,6372,2016,0
10155,1,4,2.5,3020.0,2.0,0,1,9,2540.0,480,21,3020.0,10873,2017,0
10156,0,3,2.0,1640.0,2.0,0,1,7,1640.0,0,31,1070.0,3549,2017,0
10157,1,5,3.75,3870.0,2.0,0,1,10,3870.0,0,20,3600.0,9361,2017,0
10158,0,4,2.25,2860.0,1.0,0,1,8,1460.0,1400,61,1730.0,18525,2016,0
10159,0,4,2.5,1740.0,1.0,0,3,7,1740.0,0,66,1190.0,6000,2016,0
10160,1,3,2.0,1140.0,1.0,0,1,7,1140.0,0,109,1260.0,4000,2016,0
10161,0,4,3.0,3290.0,2.0,0,1,9,3290.0,0,28,2810.0,10783,2016,0
10162,0,3,1.0,1210.0,1.0,0,1,7,1210.0,0,88,1210.0,6000,2017,0
10163,1,5,2.25,3320.0,1.0,0,3,9,1900.0,1420,54,2820.0,13138,2016,0
10164,0,2,2.0,1350.0,1.0,0,1,8,1350.0,0,15,1440.0,3900,2017,0
10165,0,3,2.25,1990.0,2.0,0,1,8,1990.0,0,34,2180.0,11223,2017,0
10166,0,4,2.5,2060.0,1.0,0,1,7,1220.0,840,44,1760.0,7350,2016,0
10167,1,3,1.0,1460.0,1.5,0,3,7,1460.0,0,102,2280.0,5160,2016,0
10168,1,4,1.75,2250.0,1.0,0,3,8,2250.0,0,51,2050.0,9750,2017,0
10169,0,2,1.0,950.0,1.0,0,3,7,950.0,0,72,950.0,25510,2017,22
10170,0,4,2.5,3140.0,2.0,0,1,9,3140.0,0,27,3000.0,8060,2017,0
10171,1,4,3.5,3560.0,2.0,0,1,10,3560.0,0,12,3660.0,6846,2017,0
10172,0,2,1.0,1410.0,1.0,0,3,7,940.0,470,100,1450.0,5000,2016,0
10173,1,4,2.25,2770.0,2.0,0,1,8,2770.0,0,44,2300.0,13500,2017,0
10174,0,3,1.0,1864.0,1.0,0,3,7,1864.0,0,60,990.0,8000,2016,0
10175,0,4,1.75,1930.0,1.0,0,1,8,1130.0,800,59,1850.0,6380,2017,0
10176,1,4,2.5,3870.0,2.0,0,1,10,3870.0,0,11,2170.0,65843,2016,0
10177,1,3,2.0,2020.0,1.5,0,1,10,1790.0,230,81,2580.0,5500,2017,0
10178,0,3,2.0,1300.0,1.0,0,3,7,1300.0,0,51,1300.0,7500,2017,0
10179,0,4,2.25,3410.0,2.0,0,3,8,2410.0,1000,40,2870.0,145490,2016,0
10180,1,4,2.5,2370.0,2.0,0,1,8,2370.0,0,23,2340.0,46661,2016,0
10181,1,5,3.5,2770.0,2.0,0,1,9,2770.0,0,33,2520.0,9773,2017,0
10182,0,3,1.75,1250.0,1.0,0,1,7,1250.0,0,46,2180.0,19553,2017,0
10183,0,3,2.5,1690.0,2.0,0,1,8,1150.0,540,4,1540.0,1689,2017,0
10184,1,4,2.5,3040.0,2.0,0,3,10,3040.0,0,31,2990.0,35416,2017,0
10185,0,3,2.5,2710.0,2.0,0,1,7,2710.0,0,15,2720.0,5733,2016,0
10186,0,3,2.25,1190.0,1.0,0,1,7,1190.0,0,34,1630.0,14405,2017,0
10187,0,3,2.5,2300.0,2.0,0,1,9,2300.0,0,23,2480.0,16650,2017,0
10188,0,4,1.0,1360.0,1.0,0,1,7,1360.0,0,63,1540.0,10283,2017,0
10189,0,3,1.0,1500.0,1.0,0,4,6,750.0,750,76,1050.0,9100,2017,0
10190,0,4,2.0,1610.0,1.0,0,3,7,1230.0,380,77,1180.0,6120,2016,0
10191,0,4,1.75,1420.0,2.0,0,1,7,1420.0,0,68,1420.0,10300,2016,15
10192,1,3,1.5,1750.0,1.0,0,3,7,1050.0,700,66,1750.0,5400,2016,0
10193,0,3,2.5,1510.0,2.0,0,3,7,1510.0,0,27,1520.0,6000,2017,0
10194,0,4,2.5,2330.0,2.0,0,1,8,2330.0,0,20,2430.0,8175,2017,0
10195,1,5,3.5,2690.0,2.0,0,1,8,1930.0,760,99,2080.0,4900,2016,32
10196,1,5,1.5,1700.0,1.5,0,1,7,1700.0,0,81,1460.0,7194,2016,0
10197,0,3,1.0,1020.0,1.0,0,3,7,880.0,140,90,1580.0,5376,2017,0
10198,0,3,1.0,1160.0,1.0,0,1,7,1160.0,0,52,1220.0,10500,2017,0
10199,1,4,2.25,2450.0,2.0,0,3,8,2450.0,0,38,2410.0,35378,2017,0
10200,1,3,2.25,2010.0,2.0,0,1,8,2010.0,0,33,2240.0,9357,2017,0
10201,0,2,1.75,1370.0,1.0,0,3,8,1370.0,0,43,1370.0,4686,2016,0
10202,1,3,1.0,1370.0,1.5,0,1,7,1370.0,0,112,1220.0,3030,2017,0
10203,0,3,3.0,1990.0,1.0,0,1,7,1440.0,550,30,1670.0,9600,2017,0
10204,1,4,2.5,2790.0,2.0,0,1,9,2790.0,0,31,2890.0,42421,2017,0
10205,0,2,1.0,780.0,1.0,0,1,6,780.0,0,79,1860.0,10124,2017,0
10206,0,4,2.0,2240.0,1.0,0,3,8,1340.0,900,92,1930.0,5250,2016,0
10207,0,3,2.0,2210.0,1.0,0,1,8,2210.0,0,15,2570.0,6497,2016,0
10208,1,4,1.0,1390.0,1.0,0,1,7,1050.0,340,94,1810.0,4240,2017,0
10209,1,3,2.0,1800.0,2.0,0,1,8,1800.0,0,30,2290.0,51400,2016,0
10210,0,6,3.0,3320.0,1.0,0,3,8,1660.0,1660,41,2330.0,15360,2017,0
10211,0,4,2.5,1960.0,1.0,0,4,6,980.0,980,87,1160.0,7685,2017,0
10212,0,2,1.0,850.0,1.0,0,3,7,850.0,0,91,1450.0,4015,2017,0
10213,1,4,2.5,2980.0,2.0,0,1,10,2980.0,0,24,3080.0,9810,2017,0
10214,1,4,1.75,1980.0,1.0,0,3,8,1320.0,660,65,2310.0,10800,2016,0
10215,0,2,1.0,790.0,1.0,0,3,6,790.0,0,65,1470.0,8424,2017,0
10216,1,3,2.5,1800.0,2.0,0,1,7,1800.0,0,22,2106.0,5618,2017,0
10217,1,4,2.0,2260.0,1.0,0,1,9,2260.0,0,40,2650.0,9900,2016,0
10218,0,2,1.5,800.0,2.0,0,1,7,800.0,0,12,1320.0,2742,2017,0
10219,1,4,2.0,2490.0,1.5,0,1,8,2090.0,400,92,2910.0,5000,2016,0
10220,0,4,2.5,1610.0,2.0,0,1,7,1610.0,0,12,1834.0,4604,2016,0
10221,0,4,1.75,1850.0,1.0,0,4,7,1100.0,750,62,2260.0,8581,2017,0
10222,0,4,1.75,1850.0,1.0,0,4,7,1100.0,750,62,2260.0,8581,2017,0
10223,1,4,1.0,1920.0,1.5,0,1,7,1920.0,0,98,1600.0,6470,2017,0
10224,1,3,2.5,1740.0,2.0,0,1,8,1740.0,0,18,1910.0,3075,2016,0
10225,0,3,2.25,1430.0,2.0,0,1,8,980.0,450,22,2210.0,4000,2017,0
10226,0,3,1.5,1420.0,1.0,0,1,6,1420.0,0,56,1200.0,8580,2017,0
10227,0,3,1.5,1420.0,1.0,0,1,6,1420.0,0,56,1200.0,8580,2017,0
10228,0,3,2.5,1560.0,2.0,0,1,7,1560.0,0,24,1360.0,10608,2017,0
10229,0,4,2.25,2030.0,1.0,0,1,7,1230.0,800,55,1830.0,13800,2017,0
10230,1,5,2.5,3280.0,2.0,0,1,9,3280.0,0,6,3360.0,7242,2016,0
10231,0,3,1.75,1360.0,1.0,0,1,8,1360.0,0,35,1570.0,16817,2017,0
10232,0,3,1.0,1180.0,1.0,0,1,7,1180.0,0,48,1220.0,9894,2017,0
10233,0,3,2.5,1940.0,1.0,0,1,8,1340.0,600,39,2080.0,9600,2017,0
10234,0,2,1.75,1300.0,2.0,0,1,7,1300.0,0,70,1350.0,4013,2017,0
10235,0,3,2.25,1650.0,2.0,0,1,7,1650.0,0,33,1510.0,3994,2017,0
10236,0,3,1.5,1140.0,2.0,0,1,7,1140.0,0,30,1150.0,3592,2017,0
10237,1,3,2.5,2540.0,2.0,0,1,10,2540.0,0,20,2870.0,6631,2016,0
10238,1,4,2.75,3440.0,2.0,0,1,10,3440.0,0,4,2560.0,8315,2017,0
10239,0,3,1.75,1800.0,1.0,0,1,7,1200.0,600,57,980.0,6000,2017,0
10240,0,2,2.25,1260.0,3.0,0,1,8,1260.0,0,14,1330.0,1300,2017,0
10241,1,4,2.25,2370.0,1.0,0,1,8,1440.0,930,59,3280.0,8843,2017,0
10242,0,3,1.0,1520.0,1.5,0,1,7,1520.0,0,66,1560.0,8160,2017,0
10243,0,4,2.0,1750.0,1.0,0,3,7,1050.0,700,44,1640.0,7245,2017,0
10244,1,3,1.5,2680.0,2.0,0,4,8,1880.0,800,105,2280.0,5947,2017,0
10245,0,3,2.5,1590.0,2.0,0,1,7,1590.0,0,18,1590.0,3702,2017,0
10246,0,4,1.75,1560.0,1.0,0,3,7,1560.0,0,51,2080.0,8000,2017,0
10247,0,3,2.5,2000.0,2.0,0,3,8,2000.0,0,26,1930.0,9202,2017,0
10248,0,3,1.75,2380.0,1.5,0,1,8,2380.0,0,52,2320.0,8500,2016,0
10249,0,2,1.0,2230.0,2.0,0,1,7,2230.0,0,67,1870.0,8649,2017,0
10250,0,5,2.5,2820.0,2.0,0,1,8,2820.0,0,15,2610.0,6306,2016,0
10251,0,3,1.0,1570.0,1.5,0,4,5,1570.0,0,96,1330.0,9650,2017,0
10252,0,3,3.0,1845.0,2.0,0,4,8,1845.0,0,71,2100.0,7650,2017,0
10253,0,2,1.0,830.0,1.0,0,1,6,830.0,0,79,1160.0,7680,2017,0
10254,0,2,1.0,830.0,1.0,0,1,6,830.0,0,79,1160.0,7680,2017,0
10255,0,4,2.5,2030.0,2.0,0,1,8,2030.0,0,17,2030.0,5784,2016,0
10256,1,3,2.5,1430.0,1.5,0,3,7,1430.0,0,108,1740.0,4275,2017,0
10257,0,3,1.0,1510.0,1.0,0,3,6,860.0,650,78,1510.0,5712,2017,0
10258,0,3,1.0,1510.0,1.0,0,3,6,860.0,650,78,1510.0,5712,2017,0
10259,0,3,1.75,1610.0,1.0,0,1,8,1610.0,0,37,2010.0,9271,2017,0
10260,1,3,1.5,1600.0,1.5,0,1,8,1250.0,350,112,1540.0,3976,2017,0
10261,0,3,1.0,1420.0,1.0,0,3,7,1420.0,0,57,1530.0,8208,2016,0
10262,0,3,2.0,1660.0,2.0,0,3,8,1660.0,0,31,1490.0,8641,2017,0
10263,1,5,4.0,4230.0,2.0,1,1,8,3230.0,1000,69,2660.0,27295,2017,32
10264,1,4,3.0,3310.0,2.5,0,4,9,2910.0,400,118,1440.0,3750,2017,0
10265,1,4,2.5,2470.0,1.0,0,3,7,2470.0,0,31,2490.0,40894,2017,0
10266,0,3,1.0,1040.0,1.0,0,1,7,1040.0,0,59,1510.0,11100,2016,0
10267,0,4,1.75,1850.0,1.0,0,1,7,1050.0,800,53,1450.0,7250,2017,0
10268,1,3,3.0,4610.0,2.0,0,1,8,2790.0,1820,71,2160.0,5000,2017,18
10269,0,4,2.5,2480.0,2.0,0,1,8,2480.0,0,11,2270.0,5115,2016,0
10270,1,3,1.75,2130.0,1.0,0,1,8,1170.0,960,64,2020.0,5000,2017,0
10271,0,4,2.75,2350.0,2.0,0,1,7,2350.0,0,17,2014.0,6365,2017,0
10272,0,3,1.0,920.0,1.0,0,1,6,920.0,0,58,1010.0,7420,2017,0
10273,0,3,1.0,920.0,1.0,0,1,6,920.0,0,58,1010.0,7420,2016,0
10274,0,4,2.0,1780.0,1.0,0,3,7,900.0,880,42,1550.0,8900,2017,0
10275,1,7,4.0,2690.0,1.0,0,3,8,2690.0,0,58,1840.0,10836,2017,0
10276,1,4,2.5,3010.0,2.5,0,1,8,3010.0,0,12,2140.0,3840,2016,0
10277,1,5,2.0,3180.0,1.0,0,1,8,1910.0,1270,50,2440.0,9750,2017,0
10278,1,4,3.0,4120.0,2.0,0,1,10,4120.0,0,13,4390.0,14684,2017,0
10279,0,3,1.0,1280.0,1.0,0,3,7,1280.0,0,41,1320.0,10875,2016,0
10280,1,4,2.75,1690.0,1.5,0,1,7,1400.0,290,73,1820.0,6090,2017,0
10281,0,4,2.5,2320.0,2.0,0,1,7,2320.0,0,12,2060.0,5395,2016,0
10282,1,5,3.75,3090.0,2.0,0,1,8,3090.0,0,4,2790.0,7425,2017,0
10283,1,5,3.5,5050.0,2.0,0,1,10,5050.0,0,17,4570.0,16500,2017,0
10284,0,4,1.0,1640.0,1.0,0,1,7,950.0,690,55,1360.0,9750,2017,0
10285,1,4,2.25,2170.0,1.0,0,1,8,1540.0,630,44,2040.0,7700,2017,0
10286,0,4,2.5,3140.0,2.0,0,3,8,2280.0,860,41,1910.0,14300,2017,0
10287,0,2,1.0,1090.0,1.0,0,1,7,1090.0,0,64,1090.0,11700,2017,0
10288,1,3,1.75,1930.0,1.0,0,3,8,1480.0,450,43,2320.0,10000,2017,0
10289,0,5,2.5,2100.0,1.0,0,3,7,1400.0,700,44,2200.0,14602,2017,0
10290,0,4,3.0,3110.0,2.0,0,1,9,3110.0,0,23,3080.0,14735,2017,0
10291,0,3,1.0,930.0,1.0,0,3,6,930.0,0,92,1210.0,3348,2016,0
10292,1,4,2.25,2050.0,2.0,0,3,8,2050.0,0,34,2010.0,8037,2017,0
10293,0,3,1.0,1160.0,1.0,0,3,6,1160.0,0,60,1160.0,7560,2017,0
10294,0,3,2.75,1820.0,2.0,0,1,7,1820.0,0,24,1950.0,8851,2017,0
10295,0,4,2.5,2110.0,2.0,0,1,8,2110.0,0,41,2040.0,8800,2017,0
10296,0,2,1.0,870.0,1.0,0,3,6,870.0,0,74,1350.0,6850,2016,0
10297,0,2,1.5,1080.0,1.0,0,1,6,1080.0,0,95,2080.0,5800,2017,0
10298,0,3,2.0,1260.0,2.0,0,4,6,1260.0,0,75,1260.0,7595,2016,0
10299,1,2,1.0,900.0,1.0,0,3,6,780.0,120,74,1270.0,5520,2016,0
10300,0,2,1.0,750.0,1.0,0,3,6,750.0,0,84,1470.0,6374,2017,0
10301,0,3,2.25,1800.0,1.0,0,1,8,1340.0,460,32,2000.0,15233,2016,0
10302,0,4,2.25,2220.0,1.0,0,1,9,1690.0,530,40,2110.0,15280,2016,0
10303,0,2,1.0,1390.0,1.0,0,3,6,1390.0,0,93,1290.0,7740,2017,0
10304,1,4,3.5,2160.0,2.0,0,1,8,1660.0,500,20,1230.0,3840,2017,0
10305,0,3,2.25,1840.0,1.0,0,1,8,1370.0,470,39,1870.0,8992,2016,0
10306,0,2,2.0,1690.0,2.0,0,1,7,1690.0,0,112,1540.0,4200,2017,0
10307,0,4,2.5,2650.0,2.0,0,3,8,2650.0,0,29,2340.0,8777,2017,0
10308,0,4,1.0,1120.0,1.0,0,1,7,1120.0,0,46,1480.0,3844,2017,0
10309,0,4,2.5,2500.0,1.0,0,1,7,1320.0,1180,34,1460.0,9005,2016,8
10310,0,4,2.5,2220.0,2.0,0,1,7,2220.0,0,17,2220.0,5338,2017,0
10311,0,3,1.75,1260.0,1.0,0,1,7,1260.0,0,39,1460.0,7865,2016,0
10312,0,3,1.0,1480.0,1.5,0,3,6,1480.0,0,93,1200.0,6550,2017,0
10313,1,2,1.5,930.0,1.0,0,3,7,830.0,100,109,1920.0,4152,2016,0
10314,1,3,2.75,2780.0,1.5,0,3,8,1870.0,910,105,1700.0,7200,2016,0
10315,0,5,2.75,2770.0,1.0,0,1,7,1700.0,1070,53,1720.0,7620,2017,0
10316,0,3,1.5,1530.0,1.0,0,1,7,1530.0,0,66,1800.0,11407,2017,0
10317,1,3,2.25,2140.0,1.0,0,1,8,1440.0,700,57,2060.0,6720,2017,0
10318,1,4,2.75,4600.0,1.0,0,1,10,2400.0,2200,29,3740.0,114562,2017,0
10319,0,4,1.0,1760.0,1.0,0,1,7,1230.0,530,52,1180.0,10407,2017,0
10320,0,4,1.0,1760.0,1.0,0,1,7,1230.0,530,52,1180.0,10407,2016,0
10321,1,4,2.5,3110.0,2.0,0,1,9,3110.0,0,29,2850.0,7254,2017,0
10322,1,3,1.75,2260.0,1.0,0,3,8,1520.0,740,50,2530.0,10176,2016,0
10323,0,3,2.0,1460.0,1.0,0,4,7,1460.0,0,46,1620.0,8421,2017,0
10324,1,3,2.25,2050.0,1.0,0,1,7,1230.0,820,28,1760.0,7200,2016,0
10325,1,4,2.5,2340.0,1.0,0,1,8,2340.0,0,65,2650.0,13500,2017,10
10326,0,3,1.5,1230.0,1.0,0,3,6,1230.0,0,69,850.0,6714,2017,0
10327,1,3,2.25,1880.0,1.0,0,3,8,1420.0,460,46,2060.0,7280,2016,0
10328,1,3,1.75,1280.0,1.5,0,4,7,1280.0,0,102,980.0,3880,2016,0
10329,1,4,2.75,3660.0,2.0,0,1,9,3660.0,0,4,3625.0,5639,2017,0
10330,0,3,2.5,1650.0,2.0,0,1,7,1650.0,0,15,1650.0,4193,2017,0
10331,0,2,1.0,1960.0,1.5,0,3,6,1960.0,0,82,1650.0,19200,2016,0
10332,0,3,2.5,1580.0,2.0,0,1,7,1580.0,0,15,1610.0,1917,2017,0
10333,0,4,2.5,2490.0,2.0,0,1,8,2490.0,0,18,2690.0,6012,2017,0
10334,0,4,2.5,2000.0,2.0,0,1,8,2000.0,0,15,2040.0,6520,2017,0
10335,0,4,1.75,1550.0,1.0,0,3,7,1550.0,0,51,1500.0,11272,2017,0
10336,1,4,2.25,2820.0,1.0,0,1,8,1950.0,870,44,2890.0,9602,2016,0
10337,0,4,2.5,2600.0,1.0,0,1,9,1840.0,760,35,2250.0,7691,2017,0
10338,1,4,1.0,2200.0,1.0,0,3,8,1640.0,560,62,3250.0,17153,2016,0
10339,1,5,2.5,2500.0,1.0,0,3,7,1490.0,1010,41,1960.0,8325,2017,0
10340,0,2,1.0,1270.0,3.0,0,1,7,1270.0,0,18,1140.0,1442,2017,0
10341,1,4,2.75,2900.0,1.0,0,3,8,2410.0,490,40,2620.0,12240,2017,0
10342,0,2,1.0,840.0,1.0,0,1,7,840.0,0,66,1250.0,6720,2017,0
10343,0,4,2.0,1940.0,1.0,0,3,7,970.0,970,67,960.0,6350,2017,0
